text,start,end,sentiment,confidence,speaker
"And the impression I have is that all the different spellings are easily explained away from just the era, like you just said, and that the people who clomp onto that are actually looking into them to find hidden meaning and codes.",1472862,1486786,NEUTRAL,0.538459837436676,
Right.,1486898,1487318,NEUTRAL,0.566474616527557,
"So I think the different spellings of the names is about as big a boondoggle as you're going to find in the Shakespeare authorship argument, I think.",1487404,1496138,NEGATIVE,0.507254719734191,
"All right, so we'll cast that aside.",1496224,1497878,NEUTRAL,0.771502196788787,
"Well, hold on.",1497974,1498586,NEUTRAL,0.742755055427551,
"Before we do, I want to point out my favorite abbreviation.",1498608,1501366,NEUTRAL,0.512173354625701,
Which one?,1501478,1502460,NEUTRAL,0.755395889282226,
Let me look.,1503390,1503934,NEUTRAL,0.745901048183441,
"I bet you I know which one, but go ahead.",1503972,1505374,NEUTRAL,0.742669641971588,
OkAy.,1505412,1506000,NEUTRAL,0.629907250404357,
Put it BACk in the deck.,1506610,1507802,NEUTRAL,0.805456340312957,
"Yeah, it's back in the deck.",1507866,1508922,NEUTRAL,0.562613070011138,
Okay.,1508986,1509502,NEUTRAL,0.584351658821106,
It is wilm shack P. Yeah.,1509636,1513054,NEUTRAL,0.716228783130645,
Is that the one?,1513252,1514250,NEUTRAL,0.813582122325897,
It stands out PRETTY BLATANTLY.,1514340,1515950,POSITIVE,0.887257039546966,
S-H-A-K-P-I love it.,1516030,1518546,POSITIVE,0.984028398990631,
SHEKP.,1518648,1519650,NEUTRAL,0.550148129463195,
"Hello, wilm shek.",1520470,1521966,NEUTRAL,0.751804113388061,
"It's not a really good hotel check in name, but it's still worth mentioning.",1522078,1525614,NEUTRAL,0.520226776599884,
I think that's pretty good.,1525662,1527414,POSITIVE,0.984753489494323,
"So, like we mentioned, sort of what's at the root of a lot of these theories is what Ed, I think, rightly calls elitism, which is, how could this guy, even educated up to 13, how could he have known about all this stuff?",1527612,1544698,NEGATIVE,0.624986708164215,
How could he have known about military exploits?,1544864,1547414,NEGATIVE,0.566691935062408,
"And if you read Shakespeare's plays, which if you're an english major, you have to read a lot of them.",1547462,1552810,NEUTRAL,0.670436680316925,
There's a lot going on in these plays about a lot of different stuff.,1552960,1557934,NEUTRAL,0.835903227329254,
He didn't write about just kind of one kind of thing.,1557972,1560270,NEUTRAL,0.593926072120666,
"So it implies, like, a really deep breadth of knowledge about a lot of things, and not just different things as it relates to England, different things as it relates to entirely different lands.",1560420,1571662,NEUTRAL,0.771630764007568,
"Oh, yeah.",1571726,1572162,NEUTRAL,0.55853396654129,
"Like, think about where a lot of his stuff takes place is in.",1572216,1575458,NEUTRAL,0.877695500850677,
"Yeah, and as far as anyone knows, shakespeare didn't go to Italy.",1575624,1580002,NEUTRAL,0.640905976295471,
"Although, remember, there's that lost year, eight year period.",1580066,1583010,NEUTRAL,0.620599806308746,
They call them the lost years.,1583090,1584358,NEGATIVE,0.591866910457611,
It's entirely possible he went to Italy during that time.,1584444,1587254,NEUTRAL,0.844717562198638,
It's also just as possible that he didn't go to Italy during that time.,1587372,1590842,NEUTRAL,0.726833283901214,
We just don't know.,1590896,1591850,NEUTRAL,0.581994831562042,
But that is something that really stands out.,1591920,1593946,POSITIVE,0.798526763916015,
"And yes, there is a tremendous amount of elitism and classicism among some of the anti Shakespeare group, but I think that dismisses a lot of their points out of hand, and they do have some really good points.",1594048,1609758,NEUTRAL,0.427067816257476,
They're not just cranks and crackpots.,1609844,1611950,NEGATIVE,0.748538255691528,
They have some pretty good evidence.,1612530,1614414,POSITIVE,0.770420432090759,
"You can make a case at least as good evidence as the pro Shakespeare people, but the upshot of it is really kind of a compliment.",1614542,1624782,POSITIVE,0.479531913995742,
"They're saying, these plays are so good that Shakespeare is arguably the greatest writer who ever lived.",1624846,1632562,POSITIVE,0.935612797737121,
"He has such a crazy imagination, he's so funny.",1632706,1635522,POSITIVE,0.862877786159515,
"He has such an extensive vocabulary, such an amazing grasp of the human condition.",1635586,1640342,POSITIVE,0.948343336582183,
"Could it really all have been written by this man from at the time, the country, who was educated up to 13, who came from the middle class, who may or may not have ever traveled out of England?",1640486,1652986,NEUTRAL,0.797504305839538,
How is that even possible?,1653098,1654398,NEGATIVE,0.654788613319397,
Are people born that gifted?,1654484,1656986,NEUTRAL,0.53446888923645,
"That's ultimately, if you want to go beyond the classicism and the elite, totally.",1657098,1661002,NEUTRAL,0.799646019935607,
That's really what their argument boils down to.,1661066,1663438,NEUTRAL,0.630900919437408,
"Yeah, I agree.",1663524,1664398,POSITIVE,0.537538647651672,
"And if you don't know a lot of Shakespeare or have never really read a lot yourself, and you think you're sort of in that camp, like, I mean, this is kind of overrated, like this guy.",1664484,1674980,NEGATIVE,0.850883424282074,
"No, these plays are brilliant.",1675530,1677810,POSITIVE,0.811056971549987,
And there's a reason why they still make contemporary movies based on Shakespeare's plays or inspired by Shakespeare's plays.,1677890,1688658,NEUTRAL,0.826420366764068,
It's because they were all genuinely brilliant.,1688834,1691414,POSITIVE,0.894222021102905,
"It was great, great stuff.",1691462,1693018,POSITIVE,0.983315587043762,
And what you need is a really good teacher to kind of walk you through it because it's tough to read.,1693184,1699162,NEUTRAL,0.54503047466278,
And we had some good ones at Georgia.,1699216,1701706,POSITIVE,0.838831961154937,
"At University of Georgia, I had one.",1701738,1703054,NEUTRAL,0.868719458580017,
I can't remember his name.,1703092,1704334,NEUTRAL,0.507922053337097,
"God, I can picture him in my head.",1704452,1705902,NEUTRAL,0.538394570350647,
He was so great.,1705956,1707198,POSITIVE,0.960683643817901,
Someone will probably jack someone.,1707364,1709920,NEGATIVE,0.638837277889251,
"No, it was Wilm shack.",1710370,1713274,NEUTRAL,0.788934051990509,
Pete Shackpie.,1713322,1714990,NEUTRAL,0.807399034500122,
I wish I could remember his name.,1715890,1717106,NEUTRAL,0.637626945972442,
"I bet you someone will write in, in the mid 90s.",1717128,1720466,NEUTRAL,0.801560044288635,
Who the.,1720488,1720754,NEUTRAL,0.476626634597778,
Did you play a harpsichord?,1720792,1722398,NEUTRAL,0.907568871974945,
"No, I had a classics professor who played a harpsichord.",1722574,1727818,NEUTRAL,0.795888423919677,
"Yeah, you had to take Shakespeare one and two.",1727854,1731014,NEUTRAL,0.809942126274108,
"Those were the only required english classes as an english major, so that kind of shows the importance.",1731052,1736642,NEUTRAL,0.517392456531524,
But what he did was he sat us down and we read the plays out loud in class.,1736706,1742250,NEUTRAL,0.809832692146301,
"And after every short bit, he would say, well, here's what's going on.",1742320,1747274,NEUTRAL,0.74996143579483,
And here's what he's saying here.,1747312,1748586,NEUTRAL,0.772353172302246,
"Man, you were very lucky.",1748688,1750182,POSITIVE,0.930001378059387,
Yeah.,1750246,1750474,NEUTRAL,0.549144744873046,
"And once you hear that and you're like, oh, these are very contemporary stories.",1750512,1754762,NEUTRAL,0.724783182144165,
"And that's why they still carry such weight today, is because they were brilliant stories, but stories that were very relatable.",1754826,1761162,POSITIVE,0.922848939895629,
"Even now, it's not highfalutin stuff.",1761226,1763920,NEGATIVE,0.502657294273376,
It was written at a time where it seems that way.,1764370,1766594,NEUTRAL,0.7769655585289,
"Yeah, exactly.",1766712,1767874,NEUTRAL,0.512125611305236,
"Because we don't really speak in Renaissance English anymore, so it might as well be greek to us.",1767992,1774340,NEUTRAL,0.638240873813629,
"But, yeah, it was intended for common audiences, like, the average person would laugh or cry at those plays.",1775030,1782690,NEUTRAL,0.585417747497558,
"And I think also it really kind of supports your point that 400 years later, those plays can still make people today laugh and cry like they still hold up, I guess, is what you're saying.",1782770,1793898,POSITIVE,0.585344791412353,
And have you ever heard of Sister Wendy?,1793984,1796730,NEUTRAL,0.862546920776367,
No.,1797470,1798220,NEUTRAL,0.493618667125701,
She's a nun.,1799470,1800422,NEGATIVE,0.801881194114685,
I don't believe she's still with us.,1800486,1801962,NEGATIVE,0.691444277763366,
"And I think in the 90s, she made this series of videos where she just went around to museums around the world and explained paintings to you in a way that I would love to find a sister Wendy of Shakespeare.",1802016,1814362,POSITIVE,0.755629241466522,
"I'm sure there's somebody out there, but you could do a lot worse of killing several hours watching Sister Wendy explain paintings, because she had a natural gift at just not only understanding what she was looking at, but explaining it really understandably.",1814426,1829922,NEGATIVE,0.621442914009094,
I love that.,1830066,1830646,POSITIVE,0.970018208026886,
And I think in Sister Wendy's case and my professor Shakby it comes from a place of.,1830668,1838040,NEUTRAL,0.891886293888092,
"They have such great admiration, and they really want people to understand this stuff who might ordinarily go like, well, I don't get it.",1839690,1846906,NEUTRAL,0.428597599267959,
"I don't get paintings like this, or I don't get plays like this.",1846928,1848954,NEGATIVE,0.807312726974487,
I hate art.,1848992,1850060,NEGATIVE,0.96717482805252,
So should we get in?,1851150,1852234,NEUTRAL,0.899336397647857,
"Speaking of art, great segue.",1852272,1854630,POSITIVE,0.821555614471435,
Thank you.,1854790,1855414,POSITIVE,0.852964997291564,
Should we get into this mess of the bust of Shakespeare?,1855472,1859498,NEGATIVE,0.544816970825195,
Yeah.,1859674,1860014,NEUTRAL,0.549144744873046,
"I mean, it's very much like his tombstone, where people are like, it means this.",1860052,1864034,NEUTRAL,0.79529869556427,
"No, it means know.",1864072,1865986,NEUTRAL,0.673592150211334,
Yeah.,1866168,1866562,NEUTRAL,0.549144744873046,
"So there's a bust, an effigy of Shakespeare inside the church there in Stratford, and there's been a lot of controversy over this thing, because part of it is not necessarily like, was he the author?",1866616,1880538,NEUTRAL,0.612809538841247,
"Although it does play into that, but sort of like, what did he look like?",1880574,1884134,NEUTRAL,0.863958597183227,
And how do we know that's what he looked like?,1884172,1885878,NEUTRAL,0.691357135772705,
"We've all seen the picture, and there's, like, this one painting and this one bust, and that's kind of where everything comes from.",1885964,1893226,NEUTRAL,0.714374125003814,
And some people say this was done after he was dead.,1893248,1896598,NEUTRAL,0.56719970703125,
"Like, we really don't know that that's what he looked like.",1896694,1899820,NEGATIVE,0.553086280822753,
"I think just a couple of years ago, this professor and expert made a pretty good case that beyond most reasonable doubt that it was actually done.",1900590,1911294,POSITIVE,0.850652635097503,
"I think she said it was highly likely, Professor Orlin said it's highly likely that it was done while he was alive and that he commissioned it, because she thinks she knows who did the bust and that that person lived near him and was a regular at the globe and kind of put all these clues together.",1911332,1930198,NEUTRAL,0.807805299758911,
But some people say it was his dad and not him because of this whole sack of grain argument.,1930364,1937270,NEGATIVE,0.547625184059143,
Yeah.,1937930,1938438,NEUTRAL,0.549144744873046,
"So there was an etching that was made of the bust within some period of time after the bust was erected, but before it was altered.",1938524,1948326,NEUTRAL,0.920298755168914,
So the bust has definitely been altered.,1948358,1950438,NEUTRAL,0.798978745937347,
"And it looks like one way you can interpret this thing at the bottom, this puffy thing that's at the hands of the bust, the effigy, as a sack of grain.",1950614,1961754,NEUTRAL,0.697796583175659,
"I don't know if it were a sack of grain, why anyone would ever present it in that position.",1961882,1966882,NEGATIVE,0.782519102096557,
Right?,1967016,1967698,NEUTRAL,0.736009001731872,
It doesn't make any sense.,1967864,1969460,NEGATIVE,0.944249868392944,
Right.,1970470,1970834,NEUTRAL,0.566474616527557,
"So what the anti Shakespeare, anti strap for people are saying is like, yeah, it's his dad.",1970872,1975358,NEGATIVE,0.497026056051254,
It's not him.,1975454,1976626,NEUTRAL,0.559840083122253,
"Or if it is Shakespeare, he was known for his grain carrying skills, not his riding skills.",1976808,1982950,NEUTRAL,0.701376676559448,
"And the pro strap for people are like, don't be ridiculous.",1983690,1986434,NEUTRAL,0.638257026672363,
This is obviously a pillow.,1986482,1988002,NEGATIVE,0.51287168264389,
"And at some point, somebody did revise the bus.",1988146,1990854,NEUTRAL,0.748560428619384,
So it is unequivocally a pillow.,1990892,1993806,NEUTRAL,0.766897737979888,
Like there's just no way to mistake it.,1993858,1996122,NEUTRAL,0.568969011306762,
And it's not so much a pillow as it is like a hand rest for him to write on because he's got a piece of paper on it and a quill in his other hand.,1996176,2002666,NEUTRAL,0.800942420959472,
"But the anti Shakespeare people jump on that and say, like, see, it was altered to cover up this conspiracy later on.",2002768,2012574,NEGATIVE,0.535093247890472,
"Yeah, exactly.",2012692,2013630,NEUTRAL,0.512125611305236,
"And that quill has been stolen and replaced, I think so many times over the years that now I don't know if it currently has the quill or if it has the quill and it's now behind glass.",2013780,2024782,NEGATIVE,0.76532244682312,
"Oh, that's a good way to get around it.",2024926,2027206,POSITIVE,0.627103149890899,
Sure.,2027228,2027462,NEUTRAL,0.475346893072128,
I'm not really sure.,2027516,2028422,NEUTRAL,0.689712405204773,
But that became obviously something you could just snatch out of his hand and you've got Shakespeare's quill on your door.,2028476,2037590,NEUTRAL,0.628888428211212,
"Speaking of being snatched, apparently that curse on his tombstone didn't work because they did a scan of it on the 400th anniversary of his death and found that at least his skull was missing, if not all of his remains.",2037930,2051546,NEGATIVE,0.574675142765045,
"Oh, really?",2051658,2052446,NEUTRAL,0.486140042543411,
Yeah.,2052548,2052814,NEUTRAL,0.549144744873046,
Isn't that interesting?,2052852,2053550,POSITIVE,0.829856991767883,
So somebody out there has Shakespeare's skull in their personal collection.,2053620,2058314,NEUTRAL,0.819414854049682,
It's probably Rosencrantz or a great Shakespeare joke.,2058442,2063822,NEUTRAL,0.622841656208038,
That's good.,2063886,2064820,POSITIVE,0.962959289550781,
"There's some people out there that were like, nailed it.",2066870,2069714,POSITIVE,0.614997625350952,
Good.,2069912,2070706,POSITIVE,0.773217976093292,
"Another thing, as far as evidence goes, is the first folio, which is, I think it was the first collection that they put in print of all of Shakespeare's plays, including 18 that had never been in print before.",2070888,2085560,NEUTRAL,0.833850860595703,
"And there was a, I guess, was it a foreword written by a guy named Ben Johnson, who was a rival of Shakespeare's.",2086170,2094454,NEUTRAL,0.860246241092681,
"He was kind of known as a jealous, sort of argumentative guy.",2094502,2099420,NEGATIVE,0.63901287317276,
But he calls Shakespeare the swan of Avon and is sort of very laudatory in this forward.,2099790,2106878,POSITIVE,0.559015750885009,
"But I think you found stuff later on where he was kind of like, I had my fingers crossed the whole time, kind of.",2107044,2115042,NEUTRAL,0.815396964550018,
Yeah.,2115096,2115362,NEUTRAL,0.549144744873046,
"So the pro Stratford people who believe Shakespeare was Shakespeare say, look, man, this guy was known as a rival, a friendly rival, but a real rival, really critical, like had a biting criticism and sense of humor, and also was not one to just be like, to just bow to nobility or privilege or wealth or status.",2115416,2138402,NEUTRAL,0.601433873176574,
Right?,2138466,2138706,NEUTRAL,0.736009001731872,
"So if this guy is saying that Shakespeare the swan of Avon, which places this man at Strafford on Avon because Ben Johnson is calling him that, that proves that Shakespeare was Shakespeare.",2138748,2151414,NEUTRAL,0.836041986942291,
"The anti Shakespeare camp says, like you said, ben Johnson had his fingers crossed the whole time.",2151542,2156670,NEUTRAL,0.544922232627868,
And that really what he was doing was providing cover for this larger essentially conspiracy of people who actually were Shakespeare.,2156740,2165998,NEUTRAL,0.572880029678344,
He was lending his renown to it.,2166094,2169700,NEUTRAL,0.808379769325256,
Neither one really makes sense.,2171430,2173250,NEGATIVE,0.578283429145813,
"I mean, unless Ben Johnson had, like, a complete change of heart, it just doesn't quite add up.",2173320,2179654,NEGATIVE,0.761664688587188,
"But then also, the idea that he would provide that cover for a group of noble people seems unlikely as well, too.",2179692,2188554,NEGATIVE,0.596295773983001,
"Yeah, I agree.",2188672,2189980,POSITIVE,0.537538647651672,
One of the first public doubters in the 18 hundreds was a woman named Delia Bacon.,2190430,2197770,NEUTRAL,0.605045318603515,
"No relation to Francis Bacon, although you may think so, because one person that Delia Bacon put forward as one of the authors was Francis Bacon.",2198190,2210938,NEUTRAL,0.876245379447937,
"Delia Bacon was an american, was a writer, had sort of a long life before she got into kind of hating Shakespeare.",2211114,2221278,NEUTRAL,0.587113380432128,
"Yeah, hating him, like, really didn't like Shakespeare and really wanted to prove that he was not the author.",2221454,2227590,NEGATIVE,0.907464504241943,
"And her idea was that it was Francis Bacon, Walter Raleigh, and I think maybe some other people, too, who were these very well regarded people of philosophy and politics and science, who would not have been allowed to put forth these plays.",2227930,2247126,NEUTRAL,0.766280710697174,
And what they really were were not even meant for entertainment or for the stage.,2247158,2251594,NEGATIVE,0.683246135711669,
They were meant to be sort of biting criticisms of all kinds of various things that these gentlemen could not put their name on.,2251642,2260382,NEGATIVE,0.543939292430877,
Yeah.,2260516,2261200,NEUTRAL,0.549144744873046,
"Either they couldn't put their name on it because they would be executed as basically treasonous to the crown, because they were putting forth the idea of social reform and women's rights and all sorts of stuff, taking potshots at the nobility.",2261650,2277090,NEGATIVE,0.738279283046722,
"Or there was another theory called the stigma of print that was introduced in, I think, the 1870s, and that was that just out of noble nobility, nobless, I guess, they wouldn't deign to have their stuff published.",2277670,2295130,NEUTRAL,0.579674422740936,
"It would erode their social reputation, even accepting the idea that they would be beheaded for treason.",2295470,2302026,NEGATIVE,0.936512231826782,
So there are a couple of reasons that somebody like Francis Bacon would have to cover up his identity if he were actually Shakespeare.,2302138,2310618,NEUTRAL,0.597782373428344,
"And that same stigma of print and political cover argument gets extended to other people beyond bacon, too.",2310714,2318754,NEGATIVE,0.63528025150299,
Yeah.,2318872,2319250,NEUTRAL,0.549144744873046,
And it makes a little bit of sense as far as Delia Bacon.,2319320,2323742,NEUTRAL,0.685193657875061,
"She was able to talk Ralph Waldo Emerson into basically kind of buying her story, and he arranged for her sponsorship, basically, to go to England to kind of research this.",2323806,2336518,NEUTRAL,0.808909058570861,
"Apparently in England, she was kind of on record saying that she didn't research history books or records and things like that.",2336684,2344986,NEUTRAL,0.586963832378387,
"She believed that the proof was sort of in the plays themselves and in the text, basically, with these clues.",2345088,2353470,NEUTRAL,0.89480572938919,
"Apparently, she used to go to Shakespeare's tomb a lot and kind of just hang out there and try to convince, I guess, the tomb keeper or whoever takes care of the cemetery.",2353970,2364410,NEUTRAL,0.903108358383178,
The crypt keeper.,2364490,2365354,NEUTRAL,0.830029785633087,
"Yeah, the crypt keeper.",2365402,2366334,NEUTRAL,0.743810653686523,
"I didn't want to say it to be let in and almost got in at one point, apparently, but I think she got sick and couldn't.",2366382,2374318,NEGATIVE,0.634086012840271,
But she thought that the deep secret was within that tomb.,2374494,2378386,NEUTRAL,0.80299562215805,
"Yeah, she kind of kicked off the nuttier camp of the questioning of Shakespeare.",2378498,2389170,NEUTRAL,0.613927841186523,
"In addition to kicking off the whole thing, she put kind of a nutty sheen to it, like the idea that you could get your answers just from reading the plays that the clues were in there.",2389250,2398970,NEUTRAL,0.557711362838745,
"The thing is, Francis Bacon was known to amuse himself by including hidden codes and messages in his writings.",2399040,2407386,NEUTRAL,0.701625347137451,
"So if it was Francis Bacon, that's not that much of a stretch.",2407498,2411226,NEUTRAL,0.704354703426361,
And supposedly Mark Twain and some friends did actually turn up.,2411338,2416082,NEUTRAL,0.862896621227264,
"If you read the first folio, there is, I guess, some series of lines that spell out Francisco Bacono.",2416136,2424770,NEUTRAL,0.910638213157653,
It's pretty good.,2426970,2427862,POSITIVE,0.975215196609497,
"I mean, here's the thing, though.",2427916,2429910,NEUTRAL,0.733843326568603,
"Francis Bacon wrote a lot about a lot of stuff, but not a lot of fiction and prose.",2430060,2435826,NEUTRAL,0.679456889629364,
Or didn't he?,2436018,2437270,NEUTRAL,0.712311625480651,
Right.,2437420,2438118,NEUTRAL,0.566474616527557,
No evidence that he ever wrote any kind of plays.,2438284,2440898,NEUTRAL,0.564658641815185,
Or did he?,2440994,2441994,NEUTRAL,0.776745557785034,
Right.,2442112,2442874,NEUTRAL,0.566474616527557,
Then there was this other thing that kind of came along.,2443072,2445450,NEUTRAL,0.79878169298172,
So Delia Bacon is widely regarded as the person who kicked off the it was Shakespeare.,2445520,2450226,NEUTRAL,0.877273619174957,
Shakespeare idea.,2450278,2452000,NEUTRAL,0.813913166522979,
"But supposedly there was a person who came before her, James Wilmett, who in 1781 sat down to write a biography of Shakespeare and did all the research in London and Stratford on Avon and was astonished by the lack of documentation that Shakespeare had written those plays and started to suspect it and that he kicked it off.",2452610,2477702,NEUTRAL,0.562504947185516,
"The thing is, the anti Shakespeare side has been accused of making those documents up, of forging those documents to support Delia Bacon's Francis Bacon theory.",2477756,2491126,NEGATIVE,0.527702033519744,
"Oh, interesting.",2491238,2492090,POSITIVE,0.659204065799713,
Yeah.,2492240,2492554,NEUTRAL,0.549144744873046,
"So they weren't discovered until 1931, which is pretty convenient.",2492592,2496774,POSITIVE,0.651679158210754,
And it's entirely possible that they were just forged.,2496902,2500330,NEUTRAL,0.662016332149505,
"All right, should we take another break here?",2500690,2502670,NEUTRAL,0.895104110240936,
"Yeah, let's.",2502740,2503530,POSITIVE,0.490353733301162,
"All right, we'll take another break.",2503610,2504830,NEUTRAL,0.743498563766479,
We'll talk a little bit more about whether Shakespeare wrote that stuff.,2504900,2508640,NEUTRAL,0.922725796699523,
"Um, hey, hon, we really need new phones.",2525370,2529634,NEUTRAL,0.5224289894104,
"T Mobile will cover the cost of four amazing new iPhone fifteen s, and each line is only $25 a month.",2529682,2534662,POSITIVE,0.966589629650116,
"New iPhone 15s, best new year ever.",2534716,2537400,POSITIVE,0.989129304885864,
Get four iPhone fifteen s on us with eligible trade in when you switch to T Mobile.,2537770,2542470,POSITIVE,0.527623414993286,
"Minimum of four lines for $25 per line per month with auto pay discount using debit or bank account, $5 more per line without auto pay, plus taxes and fees, phone fee, 24 monthly bill credits for well qualified customers.",2542810,2551162,NEUTRAL,0.789689540863037,
Contact us before canceling accounts to continue bill credits or credit stop and balance on required finance agreement due $35 per line connection charge.,2551216,2556778,NEUTRAL,0.737734138965606,
"Apply ctmobile.com this year, Dell Technologies wants to help you do amazing things with their best tech.",2556794,2565810,POSITIVE,0.974316656589508,
"For a limited time only, save on select next gen pcs like the XPS 13 plus, where you can make the everyday easier with Windows eleven.",2565880,2574350,POSITIVE,0.851670086383819,
"That's right, you can unleash more possibilities with cutting edge systems, most advanced features, and great prices.",2574430,2580562,POSITIVE,0.960452914237976,
"Plus, curate your dream setup with deals on select monitors, mice and more.",2580626,2585222,POSITIVE,0.574657976627349,
Musthave electronics and accessories.,2585276,2587138,NEUTRAL,0.625477731227874,
"And when you shop online@dell.com deals, you'll have access to stateoftheart technology to match your forward thinking spirit and free shipping on everything.",2587234,2596282,POSITIVE,0.857490718364715,
Amazing prices await you for a limited time only@dell.com.,2596416,2600574,POSITIVE,0.958121418952941,
Deals that's Dell.com deals.,2600692,2603950,NEUTRAL,0.85537564754486,
"You know, in today's world, it seems the best treatment is reserved only for a few.",2607410,2612286,NEUTRAL,0.497757464647293,
"Well, discover wants to change that by making everyone feel special.",2612388,2616354,POSITIVE,0.635287582874298,
"That's why with your Discover card, you'll have access to customer service as well as zero dollar fraud liability, which means you're never held responsible for unauthorized purchases.",2616472,2627134,POSITIVE,0.616820633411407,
"Finally, no matter who you are or where you are in life, you'll feel special with Discover.",2627262,2632466,POSITIVE,0.920220851898193,
Learn more@discover.com credit card limitations apply ever heard of test driving a phone network?,2632578,2638418,NEUTRAL,0.747953534126281,
I didn't make this up.,2638514,2639446,NEGATIVE,0.51509940624237,
"No, it's an actual thing.",2639468,2641050,NEUTRAL,0.695356249809265,
And us cellular is letting you test drive their network free for 30 days.,2641120,2645466,NEUTRAL,0.573693335056304,
"You can try out us cellular wherever you have spotty service, like on your commute to work, that one spot in your house where your service dips.",2645568,2653250,NEUTRAL,0.618702232837677,
Test drive us cellular at your kid's school on parent teacher night.,2653350,2657246,NEUTRAL,0.866444051265716,
Okay?,2657348,2657806,NEUTRAL,0.712386071681976,
Still pay attention.,2657908,2659018,NEUTRAL,0.794272124767303,
"But by all means, test it.",2659114,2660654,NEUTRAL,0.803349375724792,
It's as easy as doing a little boop beep bop boop on your phone.,2660692,2664126,POSITIVE,0.89555412530899,
"Oh, that was me getting the app to try it out.",2664228,2666370,NEUTRAL,0.697185575962066,
I know.,2666440,2666914,NEUTRAL,0.513172030448913,
I'm pretty good with sound effects.,2666952,2668590,POSITIVE,0.93804395198822,
Test drive us cellular's award winning network free for 30 days.,2668670,2672914,POSITIVE,0.648080646991729,
US cellular built for us terms apply awards based on open signal independent data.,2673032,2678870,NEUTRAL,0.8338103890419,
Visit uscellular.com for details.,2678940,2681670,NEUTRAL,0.877963423728942,
So one more thing about Delia Bacon before we wrap it up.,2691550,2694362,NEUTRAL,0.87708979845047,
"Like you said, she was a good writer, and her exhaustive examination of the texts of Shakespeare's plays resulted in a 620 page book, the Philosophy of the plays of Shakespeare unfolded.",2694416,2710346,POSITIVE,0.713146746158599,
"And she's often credited with basically prefiguring, if not kicking off, the idea of literary criticism, of close readings of stuff to find other meanings.",2710538,2721246,NEUTRAL,0.849265158176422,
"And she was doing it to expose noble people as Shakespeare, but she was really good at it and people said, well, hey, maybe we should do this for other stuff, too.",2721358,2730662,POSITIVE,0.557116866111755,
Yeah.,2730796,2731480,NEUTRAL,0.549144744873046,
"Ironically, because she kind know, various tawdry accounts say she was driven to madness.",2732090,2738550,NEGATIVE,0.558621942996978,
"I'm not sure how accurate that is, but it did seem like it pretty much consumed her in the latter stages of her life and that her family was kind of embarrassed and stuff like that.",2740410,2749738,NEGATIVE,0.723080515861511,
Right.,2749824,2750518,NEUTRAL,0.566474616527557,
So Francis Bacon was not the only person put forth.,2750704,2754554,NEUTRAL,0.830423831939697,
"And there's probably, as far as, like, believers go, somebody who at least rivals, if not eclipses him.",2754602,2762046,NEUTRAL,0.69599175453186,
"And that would be the 17th Earl of Oxford, Edward Devair.",2762068,2766574,NEUTRAL,0.919455707073211,
Right.,2766622,2767220,NEUTRAL,0.566474616527557,
Yeah.,2767670,2768178,NEUTRAL,0.549144744873046,
"I mean, there's a whole camp and a whole other.",2768264,2774210,NEUTRAL,0.769795298576355,
"And we can't get into this too much in detail, but there's a whole movement that says, out of the 80 people, we really think it was the 17th Earl of Oxford.",2774360,2786050,NEUTRAL,0.717805862426757,
Yeah.,2786130,2786566,NEUTRAL,0.549144744873046,
"It's called the oxfordian theory of shakespearean authorship, and there is some stuff to it.",2786668,2794026,NEUTRAL,0.878096222877502,
"He was a poet, which Ed points out.",2794048,2797082,NEUTRAL,0.840093910694122,
That's so much for the stigma of print.,2797136,2799930,NEGATIVE,0.600945949554443,
And that also you can compare his poetry and some specific works of poetry to some of Shakespeare's poetry and see some real comparisons.,2800690,2812190,NEUTRAL,0.804594278335571,
"But as far as I can tell, the questions or the similarities end there, if I'm not mistaken.",2812550,2822062,NEUTRAL,0.844826459884643,
"And that, to me, it was the 6th Earl of Derby who has a little more to offer.",2822206,2829718,NEUTRAL,0.614363431930542,
"Oh, really?",2829884,2830840,NEUTRAL,0.486140042543411,
About Derby?,2832330,2833138,NEUTRAL,0.834560990333557,
There was one other thing.,2833234,2834214,NEUTRAL,0.749924063682556,
"So Derby has his own group, the Derbyites, right?",2834252,2836790,NEUTRAL,0.895886361598968,
"Of course they do, man.",2836860,2838150,NEUTRAL,0.647221744060516,
This is what I mean.,2838220,2839026,NEUTRAL,0.785944998264312,
It's an onion.,2839068,2839606,NEUTRAL,0.577317118644714,
It's a blooming onion.,2839638,2840630,POSITIVE,0.511844635009765,
So there was one other thing about Devere that is pretty suspicious.,2840710,2843702,NEGATIVE,0.737469017505645,
There were two narrative poems that Shakespeare dedicated to a man who was raised in the same household as Devere.,2843766,2852890,NEUTRAL,0.901573359966278,
"And from what anybody could tell, there's no reason Shakespeare would know this person.",2853050,2857374,NEGATIVE,0.491319149732589,
And why would Shakespeare dedicate two poems to this nobleman?,2857492,2862154,NEUTRAL,0.510622978210449,
"He didn't know, but Devere certainly knew him.",2862202,2865954,NEUTRAL,0.776449143886566,
He was basically raised alongside him like a brother.,2866072,2868702,NEUTRAL,0.823105812072753,
"So that along with the biographical reading, the close reading, looking for parallels between Devere's life and Shakespeare's plays are what kind of back up the oxfordian theories.",2868846,2879750,NEUTRAL,0.891985654830932,
